,MACD,MACD_Hist,MACD_Signal
2010-01-04,0.4621,-0.0135,0.4757
2010-01-05,0.4491,-0.0213,0.4703
2010-01-06,0.4185,-0.0414,0.4600
2010-01-07,0.3645,-0.0764,0.4409
2010-01-08,0.3346,-0.0850,0.4196
2010-01-11,0.2762,-0.1147,0.3909
2010-01-12,0.2114,-0.1436,0.3550
2010-01-13,0.1805,-0.1396,0.3201
2010-01-14,0.2030,-0.0937,0.2967
2010-01-15,0.2102,-0.0692,0.2794
2010-01-19,0.2327,-0.0374,0.2701
2010-01-20,0.2066,-0.0508,0.2574
2010-01-21,0.1379,-0.0956,0.2335
2010-01-22,-0.0013,-0.1878,0.1865
2010-01-25,-0.0816,-0.2145,0.1329
2010-01-26,-0.1292,-0.2097,0.0805
2010-01-27,-0.1515,-0.1856,0.0341
2010-01-28,-0.2079,-0.1936,-0.0143
2010-01-29,-0.3279,-0.2509,-0.0770
2010-02-01,-0.3999,-0.2582,-0.1416
2010-02-02,-0.4477,-0.2448,-0.2028
2010-02-03,-0.4665,-0.2109,-0.2555
2010-02-04,-0.5389,-0.2267,-0.3122
2010-02-05,-0.5751,-0.2103,-0.3648
2010-02-08,-0.6209,-0.2049,-0.4160
2010-02-09,-0.6266,-0.1684,-0.4581
2010-02-10,-0.6255,-0.1339,-0.4916
2010-02-11,-0.6071,-0.0924,-0.5147
2010-02-12,-0.6009,-0.0690,-0.5319
2010-02-16,-0.5558,-0.0191,-0.5367
2010-02-17,-0.4949,0.0335,-0.5283
2010-02-18,-0.4113,0.0936,-0.5049
2010-02-19,-0.3570,0.1183,-0.4754
2010-02-22,-0.3136,0.1294,-0.4430
2010-02-23,-0.3080,0.1080,-0.4160
2010-02-24,-0.2761,0.1119,-0.3880
2010-02-25,-0.2503,0.1101,-0.3605
2010-02-26,-0.2217,0.1110,-0.3327
2010-03-01,-0.1689,0.1311,-0.3000
2010-03-02,-0.1702,0.1038,-0.2740
2010-03-03,-0.1693,0.0837,-0.2531
2010-03-04,-0.1531,0.0800,-0.2331
2010-03-05,-0.1421,0.0728,-0.2149
2010-03-08,-0.1284,0.0692,-0.1976
2010-03-09,-0.1027,0.0759,-0.1786
2010-03-10,-0.0678,0.0886,-0.1565
2010-03-11,-0.0230,0.1068,-0.1298
2010-03-12,0.0196,0.1195,-0.0999
2010-03-15,0.0544,0.1234,-0.0690
2010-03-16,0.0873,0.1251,-0.0378
2010-03-17,0.1329,0.1365,-0.0036
2010-03-18,0.1655,0.1353,0.0302
2010-03-19,0.1876,0.1259,0.0617
2010-03-22,0.2035,0.1135,0.0901
2010-03-23,0.2360,0.1168,0.1192
2010-03-24,0.2405,0.0970,0.1435
2010-03-25,0.2699,0.1011,0.1688
2010-03-26,0.2620,0.0746,0.1874
2010-03-29,0.2472,0.0478,0.1994
2010-03-30,0.2472,0.0382,0.2089
2010-03-31,0.2059,-0.0025,0.2083
2010-04-01,0.1610,-0.0379,0.1989
2010-04-05,0.1327,-0.0529,0.1856
2010-04-06,0.1131,-0.0580,0.1711
2010-04-07,0.0988,-0.0579,0.1566
2010-04-08,0.1319,-0.0198,0.1517
2010-04-09,0.1899,0.0306,0.1593
2010-04-12,0.2316,0.0578,0.1738
2010-04-13,0.2719,0.0785,0.1934
2010-04-14,0.3300,0.1093,0.2207
2010-04-15,0.3757,0.1240,0.2517
2010-04-16,0.3913,0.1116,0.2796
2010-04-19,0.4284,0.1190,0.3094
2010-04-20,0.4783,0.1351,0.3432
2010-04-21,0.5097,0.1332,0.3765
2010-04-22,0.5331,0.1253,0.4078
2010-04-23,0.5110,0.0826,0.4284
2010-04-26,0.4999,0.0572,0.4427
2010-04-27,0.4643,0.0173,0.4470
2010-04-28,0.4364,-0.0085,0.4449
2010-04-29,0.4169,-0.0224,0.4393
2010-04-30,0.3596,-0.0638,0.4234
2010-05-03,0.3365,-0.0695,0.4060
2010-05-04,0.2563,-0.1197,0.3761
2010-05-05,0.1683,-0.1662,0.3345
2010-05-06,0.0280,-0.2452,0.2732
2010-05-07,-0.1437,-0.3335,0.1898
2010-05-10,-0.2183,-0.3265,0.1082
2010-05-11,-0.2791,-0.3098,0.0307
2010-05-12,-0.2789,-0.2477,-0.0312
2010-05-13,-0.2915,-0.2082,-0.0833
2010-05-14,-0.3227,-0.1916,-0.1311
2010-05-17,-0.3428,-0.1693,-0.1735
2010-05-18,-0.3819,-0.1667,-0.2151
2010-05-19,-0.4367,-0.1772,-0.2595
2010-05-20,-0.5648,-0.2443,-0.3205
2010-05-21,-0.6802,-0.2878,-0.3925
2010-05-24,-0.8084,-0.3328,-0.4757
2010-05-25,-0.9156,-0.3520,-0.5636
2010-05-26,-1.0737,-0.4080,-0.6656
2010-05-27,-1.1063,-0.3525,-0.7538
2010-05-28,-1.1353,-0.3052,-0.8301
2010-06-01,-1.1378,-0.2462,-0.8916
2010-06-02,-1.0814,-0.1518,-0.9296
2010-06-03,-0.9929,-0.0507,-0.9422
2010-06-04,-0.9977,-0.0443,-0.9533
2010-06-07,-1.0299,-0.0612,-0.9686
2010-06-08,-1.0578,-0.0713,-0.9865
2010-06-09,-1.0931,-0.0853,-1.0078
2010-06-10,-1.0915,-0.0670,-1.0245
2010-06-11,-1.0252,-0.0006,-1.0247
2010-06-14,-0.9748,0.0399,-1.0147
2010-06-15,-0.8374,0.1419,-0.9792
2010-06-16,-0.7411,0.1905,-0.9316
2010-06-17,-0.6533,0.2227,-0.8759
2010-06-18,-0.5714,0.2436,-0.8150
2010-06-21,-0.5399,0.2201,-0.7600
2010-06-22,-0.5234,0.1893,-0.7127
2010-06-23,-0.5413,0.1371,-0.6784
2010-06-24,-0.5738,0.0837,-0.6575
2010-06-25,-0.6300,0.0220,-0.6520
2010-06-28,-0.6846,-0.0261,-0.6585
2010-06-29,-0.7993,-0.1127,-0.6867
2010-06-30,-0.9040,-0.1739,-0.7301
2010-07-01,-0.9638,-0.1869,-0.7769
2010-07-02,-0.9909,-0.1712,-0.8197
2010-07-06,-0.9569,-0.1098,-0.8471
2010-07-07,-0.8811,-0.0272,-0.8539
2010-07-08,-0.8030,0.0408,-0.8437
2010-07-09,-0.7437,0.0800,-0.8237
2010-07-12,-0.6441,0.1437,-0.7878
2010-07-13,-0.5348,0.2024,-0.7372
2010-07-14,-0.4184,0.2551,-0.6735
2010-07-15,-0.3168,0.2853,-0.6021
2010-07-16,-0.2831,0.2552,-0.5383
2010-07-19,-0.2263,0.2496,-0.4759
2010-07-20,-0.1593,0.2533,-0.4126
2010-07-21,-0.1337,0.2231,-0.3568
2010-07-22,-0.0547,0.2417,-0.2964
2010-07-23,0.0055,0.2415,-0.2360
2010-07-26,0.0757,0.2493,-0.1737
2010-07-27,0.1346,0.2466,-0.1120
2010-07-28,0.1625,0.2196,-0.0571
2010-07-29,0.1888,0.1968,-0.0079
2010-07-30,0.1898,0.1582,0.0316
2010-08-02,0.2298,0.1586,0.0713
2010-08-03,0.2451,0.1390,0.1060
2010-08-04,0.2199,0.0911,0.1288
2010-08-05,0.1689,0.0321,0.1368
2010-08-06,0.1414,0.0037,0.1377
2010-08-09,0.1231,-0.0117,0.1348
2010-08-10,0.0642,-0.0565,0.1207
2010-08-11,0.0006,-0.0961,0.0967
2010-08-12,-0.0787,-0.1403,0.0616
2010-08-13,-0.1472,-0.1670,0.0198
2010-08-16,-0.1912,-0.1688,-0.0224
2010-08-17,-0.2067,-0.1475,-0.0592
2010-08-18,-0.2077,-0.1188,-0.0889
2010-08-19,-0.2365,-0.1180,-0.1184
2010-08-20,-0.2731,-0.1237,-0.1494
2010-08-23,-0.2946,-0.1162,-0.1784
2010-08-24,-0.3273,-0.1191,-0.2082
2010-08-25,-0.3444,-0.1090,-0.2354
2010-08-26,-0.3762,-0.1126,-0.2636
2010-08-27,-0.3881,-0.0996,-0.2885
2010-08-30,-0.4160,-0.1021,-0.3140
2010-08-31,-0.4472,-0.1066,-0.3406
2010-09-01,-0.4318,-0.0729,-0.3589
2010-09-02,-0.4116,-0.0422,-0.3694
2010-09-03,-0.3632,0.0050,-0.3682
2010-09-07,-0.3475,0.0166,-0.3640
2010-09-08,-0.3336,0.0244,-0.3580
2010-09-09,-0.3125,0.0364,-0.3489
2010-09-10,-0.3052,0.0349,-0.3401
2010-09-13,-0.1955,0.1157,-0.3112
2010-09-14,-0.1137,0.1580,-0.2717
2010-09-15,-0.0415,0.1842,-0.2257
2010-09-16,0.0327,0.2067,-0.1740
2010-09-17,0.0816,0.2045,-0.1229
2010-09-20,0.1358,0.2069,-0.0711
2010-09-21,0.1544,0.1804,-0.0260
2010-09-22,0.1241,0.1201,0.0040
2010-09-23,0.0846,0.0645,0.0201
2010-09-24,0.0802,0.0481,0.0321
2010-09-27,0.0724,0.0323,0.0402
2010-09-28,0.0612,0.0168,0.0444
2010-09-29,0.0375,-0.0055,0.0430
2010-09-30,0.0177,-0.0203,0.0379
2010-10-01,-0.0068,-0.0358,0.0290
2010-10-04,-0.0634,-0.0739,0.0105
2010-10-05,-0.0719,-0.0659,-0.0060
2010-10-06,-0.0714,-0.0523,-0.0191
2010-10-07,-0.0622,-0.0345,-0.0277
2010-10-08,-0.0511,-0.0187,-0.0324
2010-10-11,-0.0402,-0.0063,-0.0339
2010-10-12,-0.0121,0.0175,-0.0296
2010-10-13,0.0508,0.0643,-0.0135
2010-10-14,0.0907,0.0833,0.0073
2010-10-15,0.1456,0.1106,0.0350
2010-10-18,0.2094,0.1395,0.0699
2010-10-19,0.1995,0.1037,0.0958
2010-10-20,0.2062,0.0883,0.1179
2010-10-21,0.2179,0.0800,0.1379
2010-10-22,0.2212,0.0667,0.1545
2010-10-25,0.2063,0.0414,0.1649
2010-10-26,0.2489,0.0672,0.1817
2010-10-27,0.2914,0.0878,0.2036
2010-10-28,0.3398,0.1089,0.2309
2010-10-29,0.4045,0.1389,0.2656
2010-11-01,0.4733,0.1662,0.3071
2010-11-02,0.5569,0.1998,0.3571
2010-11-03,0.5874,0.1842,0.4032
2010-11-04,0.6133,0.1681,0.4452
2010-11-05,0.6035,0.1267,0.4769
2010-11-08,0.5858,0.0871,0.4986
2010-11-09,0.5764,0.0622,0.5142
2010-11-10,0.5616,0.0380,0.5237
2010-11-11,0.5229,-0.0006,0.5235
2010-11-12,0.4540,-0.0556,0.5096
2010-11-15,0.3892,-0.0964,0.4855
2010-11-16,0.3029,-0.1461,0.4490
2010-11-17,0.2126,-0.1891,0.4017
2010-11-18,0.1609,-0.1927,0.3536
2010-11-19,0.1067,-0.1975,0.3042
2010-11-22,0.0662,-0.1904,0.2566
2010-11-23,-0.0149,-0.2172,0.2023
2010-11-24,-0.0583,-0.2085,0.1502
2010-11-26,-0.1013,-0.2011,0.0999
2010-11-29,-0.1290,-0.1831,0.0541
2010-11-30,-0.1534,-0.1660,0.0126
2010-12-01,-0.1083,-0.0968,-0.0116
2010-12-02,-0.0040,0.0060,-0.0101
2010-12-03,0.0881,0.0786,0.0096
2010-12-06,0.1450,0.1083,0.0367
2010-12-07,0.1902,0.1229,0.0674
2010-12-08,0.2523,0.1479,0.1043
2010-12-09,0.2860,0.1453,0.1407
2010-12-10,0.3299,0.1514,0.1785
2010-12-13,0.3530,0.1396,0.2134
2010-12-14,0.3970,0.1468,0.2501
2010-12-15,0.4452,0.1561,0.2892
2010-12-16,0.4890,0.1598,0.3291
2010-12-17,0.5109,0.1454,0.3655
2010-12-20,0.5148,0.1195,0.3953
2010-12-21,0.5328,0.1100,0.4228
2010-12-22,0.5502,0.1019,0.4483
2010-12-23,0.5665,0.0946,0.4719
2010-12-27,0.5545,0.0660,0.4884
2010-12-28,0.5340,0.0364,0.4975
2010-12-29,0.5086,0.0089,0.4998
2010-12-30,0.4734,-0.0211,0.4945
2010-12-31,0.4452,-0.0395,0.4846
2011-01-03,0.4236,-0.0488,0.4724
2011-01-04,0.4104,-0.0496,0.4600
2011-01-05,0.3884,-0.0573,0.4457
2011-01-06,0.4322,-0.0108,0.4430
2011-01-07,0.4440,0.0008,0.4432
2011-01-10,0.4179,-0.0202,0.4381
2011-01-11,0.3839,-0.0434,0.4273
2011-01-12,0.3880,-0.0314,0.4194
2011-01-13,0.3581,-0.0491,0.4072
2011-01-14,0.3393,-0.0543,0.3936
2011-01-18,0.3495,-0.0353,0.3848
2011-01-19,0.3383,-0.0372,0.3755
2011-01-20,0.3163,-0.0473,0.3636
2011-01-21,0.2689,-0.0758,0.3447
2011-01-24,0.2575,-0.0698,0.3272
2011-01-25,0.2512,-0.0609,0.3120
2011-01-26,0.2697,-0.0339,0.3036
2011-01-27,0.2883,-0.0122,0.3005
2011-01-28,0.2103,-0.0722,0.2825
2011-01-31,0.1447,-0.1102,0.2549
2011-02-01,0.1131,-0.1135,0.2265
2011-02-02,0.0828,-0.1150,0.1978
2011-02-03,0.0350,-0.1303,0.1652
2011-02-04,0.0067,-0.1268,0.1335
2011-02-07,0.0185,-0.0920,0.1105
2011-02-08,0.0344,-0.0609,0.0953
2011-02-09,0.0215,-0.0590,0.0805
2011-02-10,-0.0263,-0.0855,0.0592
2011-02-11,-0.0834,-0.1141,0.0307
2011-02-14,-0.1288,-0.1276,-0.0012
2011-02-15,-0.1845,-0.1466,-0.0379
2011-02-16,-0.2212,-0.1466,-0.0745
2011-02-17,-0.2323,-0.1262,-0.1061
2011-02-18,-0.2503,-0.1153,-0.1349
2011-02-22,-0.2990,-0.1313,-0.1677
2011-02-23,-0.3338,-0.1328,-0.2009
2011-02-24,-0.3429,-0.1135,-0.2293
2011-02-25,-0.3636,-0.1074,-0.2562
2011-02-28,-0.3734,-0.0937,-0.2796
2011-03-01,-0.4102,-0.1045,-0.3057
2011-03-02,-0.4410,-0.1082,-0.3328
2011-03-03,-0.4504,-0.0940,-0.3563
2011-03-04,-0.4723,-0.0928,-0.3795
2011-03-07,-0.5026,-0.0985,-0.4041
2011-03-08,-0.5055,-0.0811,-0.4244
2011-03-09,-0.5036,-0.0634,-0.4402
2011-03-10,-0.5347,-0.0755,-0.4591
2011-03-11,-0.5314,-0.0578,-0.4736
2011-03-14,-0.5219,-0.0387,-0.4832
2011-03-15,-0.5325,-0.0394,-0.4931
2011-03-16,-0.5826,-0.0716,-0.5110
2011-03-17,-0.6160,-0.0840,-0.5320
2011-03-18,-0.6336,-0.0813,-0.5523
2011-03-21,-0.5978,-0.0364,-0.5614
2011-03-22,-0.5658,-0.0035,-0.5623
2011-03-23,-0.5147,0.0381,-0.5528
2011-03-24,-0.4473,0.0844,-0.5317
2011-03-25,-0.4045,0.1017,-0.5062
2011-03-28,-0.3832,0.0985,-0.4816
2011-03-29,-0.3557,0.1008,-0.4564
2011-03-30,-0.3205,0.1087,-0.4292
2011-03-31,-0.3069,0.0979,-0.4048
2011-04-01,-0.2855,0.0954,-0.3809
2011-04-04,-0.2599,0.0968,-0.3567
2011-04-05,-0.2185,0.1105,-0.3291
2011-04-06,-0.1541,0.1399,-0.2941
2011-04-07,-0.0979,0.1569,-0.2549
2011-04-08,-0.0632,0.1534,-0.2165
2011-04-11,-0.0424,0.1393,-0.1817
2011-04-12,-0.0527,0.1032,-0.1559
2011-04-13,-0.0610,0.0759,-0.1369
2011-04-14,-0.0836,0.0427,-0.1263
2011-04-15,-0.1043,0.0176,-0.1219
2011-04-18,-0.1425,-0.0165,-0.1260
2011-04-19,-0.1652,-0.0314,-0.1338
2011-04-20,-0.1324,0.0011,-0.1335
2011-04-21,-0.1244,0.0073,-0.1317
2011-04-25,-0.1095,0.0178,-0.1273
2011-04-26,-0.0503,0.0616,-0.1119
2011-04-27,0.0118,0.0989,-0.0872
2011-04-28,0.0866,0.1390,-0.0524
2011-04-29,0.0812,0.1069,-0.0257
2011-05-02,0.0554,0.0648,-0.0095
2011-05-03,0.0464,0.0447,0.0017
2011-05-04,0.0588,0.0457,0.0131
2011-05-05,0.0464,0.0266,0.0198
2011-05-06,0.0424,0.0181,0.0243
2011-05-09,0.0357,0.0091,0.0266
2011-05-10,0.0172,-0.0075,0.0247
2011-05-11,-0.0222,-0.0375,0.0153
2011-05-12,-0.0560,-0.0570,0.0011
2011-05-13,-0.1049,-0.0848,-0.0201
2011-05-16,-0.1788,-0.1269,-0.0519
2011-05-17,-0.2386,-0.1494,-0.0892
2011-05-18,-0.2692,-0.1440,-0.1252
2011-05-19,-0.2881,-0.1303,-0.1578
2011-05-20,-0.3176,-0.1278,-0.1898
2011-05-23,-0.3626,-0.1383,-0.2243
2011-05-24,-0.3953,-0.1368,-0.2585
2011-05-25,-0.4133,-0.1238,-0.2895
2011-05-26,-0.3843,-0.0759,-0.3085
2011-05-27,-0.3501,-0.0333,-0.3168
2011-05-31,-0.2993,0.0140,-0.3133
2011-06-01,-0.3024,0.0087,-0.3111
2011-06-02,-0.3182,-0.0056,-0.3125
2011-06-03,-0.3520,-0.0316,-0.3204
2011-06-06,-0.3661,-0.0365,-0.3296
2011-06-07,-0.3690,-0.0315,-0.3374
2011-06-08,-0.3766,-0.0313,-0.3453
2011-06-09,-0.3767,-0.0252,-0.3516
2011-06-10,-0.3928,-0.0330,-0.3598
2011-06-13,-0.3743,-0.0116,-0.3627
2011-06-14,-0.3411,0.0173,-0.3584
2011-06-15,-0.3495,0.0071,-0.3566
2011-06-16,-0.3318,0.0199,-0.3517
2011-06-17,-0.2930,0.0469,-0.3399
2011-06-20,-0.2425,0.0780,-0.3204
2011-06-21,-0.1770,0.1147,-0.2917
2011-06-22,-0.1325,0.1274,-0.2599
2011-06-23,-0.0977,0.1298,-0.2275
2011-06-24,-0.0956,0.1055,-0.2011
2011-06-27,-0.0211,0.1440,-0.1651
2011-06-28,0.0853,0.2003,-0.1150
2011-06-29,0.1534,0.2147,-0.0613
2011-06-30,0.2353,0.2373,-0.0020
2011-07-01,0.2984,0.2403,0.0581
2011-07-05,0.3452,0.2297,0.1155
2011-07-06,0.4019,0.2291,0.1728
2011-07-07,0.4769,0.2432,0.2336
2011-07-08,0.5421,0.2468,0.2953
2011-07-11,0.5639,0.2149,0.3490
2011-07-12,0.5674,0.1747,0.3927
2011-07-13,0.5708,0.1425,0.4283
2011-07-14,0.5542,0.1007,0.4535
2011-07-15,0.5596,0.0849,0.4747
2011-07-18,0.5424,0.0541,0.4883
2011-07-19,0.5984,0.0881,0.5103
2011-07-20,0.5972,0.0696,0.5277
2011-07-21,0.5923,0.0517,0.5406
2011-07-22,0.6164,0.0606,0.5558
2011-07-25,0.6585,0.0822,0.5763
2011-07-26,0.6976,0.0970,0.6006
2011-07-27,0.6604,0.0479,0.6125
2011-07-28,0.6549,0.0339,0.6210
2011-07-29,0.6176,-0.0027,0.6203
2011-08-01,0.5709,-0.0395,0.6105
2011-08-02,0.4904,-0.0960,0.5864
2011-08-03,0.4313,-0.1241,0.5554
2011-08-04,0.3019,-0.2028,0.5047
2011-08-05,0.1763,-0.2627,0.4390
2011-08-08,-0.0198,-0.3671,0.3473
2011-08-09,-0.0855,-0.3462,0.2607
2011-08-10,-0.2461,-0.4054,0.1593
2011-08-11,-0.2901,-0.3596,0.0695
2011-08-12,-0.3285,-0.3183,-0.0101
2011-08-15,-0.3221,-0.2496,-0.0725
2011-08-16,-0.3262,-0.2029,-0.1232
2011-08-17,-0.3340,-0.1686,-0.1654
2011-08-18,-0.3822,-0.1735,-0.2088
2011-08-19,-0.4651,-0.2051,-0.2600
2011-08-22,-0.5303,-0.2162,-0.3141
2011-08-23,-0.5164,-0.1618,-0.3546
2011-08-24,-0.4852,-0.1045,-0.3807
2011-08-25,-0.4815,-0.0807,-0.4008
2011-08-26,-0.4189,-0.0145,-0.4045
2011-08-29,-0.3181,0.0691,-0.3872
2011-08-30,-0.2043,0.1463,-0.3506
2011-08-31,-0.0833,0.2138,-0.2971
2011-09-01,-0.0187,0.2228,-0.2415
2011-09-02,-0.0006,0.1927,-0.1933
2011-09-06,-0.0095,0.1470,-0.1565
2011-09-07,0.0227,0.1434,-0.1207
2011-09-08,0.0653,0.1487,-0.0835
2011-09-09,0.0595,0.1144,-0.0549
2011-09-12,0.0664,0.0970,-0.0306
2011-09-13,0.0829,0.0908,-0.0079
2011-09-14,0.1316,0.1116,0.0200
2011-09-15,0.2074,0.1499,0.0575
2011-09-16,0.2747,0.1738,0.1009
2011-09-19,0.3315,0.1845,0.1470
2011-09-20,0.3539,0.1655,0.1884
2011-09-21,0.2885,0.0800,0.2084
2011-09-22,0.1597,-0.0390,0.1987
2011-09-23,0.0570,-0.1133,0.1704
2011-09-26,0.0062,-0.1313,0.1375
2011-09-27,-0.0153,-0.1223,0.1070
2011-09-28,-0.0396,-0.1172,0.0776
2011-09-29,-0.0681,-0.1166,0.0485
2011-09-30,-0.1344,-0.1463,0.0119
2011-10-03,-0.2135,-0.1803,-0.0332
2011-10-04,-0.2084,-0.1402,-0.0682
2011-10-05,-0.1582,-0.0720,-0.0862
2011-10-06,-0.0811,0.0041,-0.0852
2011-10-07,-0.0270,0.0465,-0.0735
2011-10-10,0.0708,0.1154,-0.0447
2011-10-11,0.1513,0.1568,-0.0055
2011-10-12,0.2095,0.1720,0.0375
2011-10-13,0.2703,0.1862,0.0841
2011-10-14,0.3220,0.1903,0.1317
2011-10-17,0.3357,0.1632,0.1725
2011-10-18,0.3689,0.1572,0.2118
2011-10-19,0.3764,0.1317,0.2447
2011-10-20,0.3708,0.1009,0.2699
2011-10-21,0.3718,0.0815,0.2903
2011-10-24,0.3707,0.0643,0.3064
2011-10-25,0.3353,0.0231,0.3121
2011-10-26,0.2862,-0.0208,0.3069
2011-10-27,0.2971,-0.0079,0.3050
2011-10-28,0.2807,-0.0194,0.3001
2011-10-31,0.2368,-0.0507,0.2874
2011-11-01,0.1486,-0.1111,0.2597
2011-11-02,0.0794,-0.1442,0.2236
2011-11-03,0.0658,-0.1263,0.1920
2011-11-04,0.0320,-0.1280,0.1600
2011-11-07,0.0491,-0.0888,0.1378
2011-11-08,0.0906,-0.0378,0.1284
2011-11-09,0.0455,-0.0663,0.1118
2011-11-10,0.0160,-0.0766,0.0927
2011-11-11,0.0430,-0.0397,0.0827
2011-11-14,0.0517,-0.0248,0.0765
2011-11-15,0.0564,-0.0161,0.0725
2011-11-16,0.0059,-0.0533,0.0592
2011-11-17,-0.0760,-0.1081,0.0321
2011-11-18,-0.1584,-0.1525,-0.0060
2011-11-21,-0.2451,-0.1913,-0.0538
2011-11-22,-0.3270,-0.2186,-0.1085
2011-11-23,-0.4130,-0.2436,-0.1694
2011-11-25,-0.4892,-0.2559,-0.2333
2011-11-28,-0.4979,-0.2116,-0.2862
2011-11-29,-0.5014,-0.1721,-0.3293
2011-11-30,-0.4394,-0.0881,-0.3513
2011-12-01,-0.4097,-0.0467,-0.3630
2011-12-02,-0.3866,-0.0189,-0.3677
2011-12-05,-0.3258,0.0335,-0.3593
2011-12-06,-0.2776,0.0653,-0.3430
2011-12-07,-0.2415,0.0812,-0.3227
2011-12-08,-0.2264,0.0770,-0.3034
2011-12-09,-0.1881,0.0923,-0.2804
2011-12-12,-0.1711,0.0874,-0.2585
2011-12-13,-0.1358,0.0981,-0.2340
2011-12-14,-0.1203,0.0910,-0.2112
2011-12-15,-0.1091,0.0817,-0.1908
2011-12-16,-0.0640,0.1015,-0.1654
2011-12-19,-0.0654,0.0800,-0.1454
2011-12-20,-0.0263,0.0953,-0.1216
2011-12-21,-0.0165,0.0841,-0.1006
2011-12-22,-0.0046,0.0768,-0.0814
2011-12-23,0.0223,0.0829,-0.0606
2011-12-27,0.0439,0.0836,-0.0397
2011-12-28,0.0428,0.0660,-0.0232
2011-12-29,0.0574,0.0645,-0.0071
2011-12-30,0.0634,0.0564,0.0070
2012-01-03,0.1316,0.0997,0.0319
2012-01-04,0.2342,0.1618,0.0724
2012-01-05,0.3342,0.2095,0.1247
2012-01-06,0.4427,0.2543,0.1883
2012-01-09,0.4935,0.2441,0.2493
2012-01-10,0.5357,0.2290,0.3066
2012-01-11,0.5530,0.1971,0.3559
2012-01-12,0.5827,0.1814,0.4012
2012-01-13,0.6192,0.1744,0.4448
2012-01-17,0.6411,0.1570,0.4841
2012-01-18,0.6490,0.1320,0.5171
2012-01-19,0.6391,0.0976,0.5415
2012-01-20,0.7508,0.1675,0.5833
2012-01-23,0.8314,0.1984,0.6330
2012-01-24,0.8539,0.1768,0.6771
2012-01-25,0.8794,0.1618,0.7176
2012-01-26,0.8846,0.1336,0.7510
2012-01-27,0.8570,0.0848,0.7722
2012-01-30,0.8559,0.0670,0.7889
2012-01-31,0.8390,0.0400,0.7989
2012-02-01,0.8448,0.0367,0.8081
2012-02-02,0.8446,0.0292,0.8154
2012-02-03,0.8579,0.0340,0.8239
2012-02-06,0.8554,0.0252,0.8302
2012-02-07,0.8556,0.0203,0.8353
2012-02-08,0.8708,0.0284,0.8424
2012-02-09,0.8815,0.0313,0.8502
2012-02-10,0.8579,0.0062,0.8517
2012-02-13,0.8364,-0.0122,0.8487
2012-02-14,0.7838,-0.0519,0.8357
2012-02-15,0.7176,-0.0945,0.8121
2012-02-16,0.7561,-0.0448,0.8009
2012-02-17,0.7749,-0.0208,0.7957
2012-02-21,0.7959,0.0002,0.7957
2012-02-22,0.7897,-0.0048,0.7945
2012-02-23,0.7839,-0.0085,0.7924
2012-02-24,0.7792,-0.0106,0.7898
2012-02-27,0.7562,-0.0268,0.7830
2012-02-28,0.7711,-0.0096,0.7807
2012-02-29,0.7636,-0.0137,0.7772
2012-03-01,0.7929,0.0125,0.7804
2012-03-02,0.7896,0.0074,0.7822
2012-03-05,0.7562,-0.0208,0.7770
2012-03-06,0.7018,-0.0602,0.7620
2012-03-07,0.6739,-0.0704,0.7443
2012-03-08,0.6579,-0.0691,0.7271
2012-03-09,0.6363,-0.0726,0.7089
2012-03-12,0.6162,-0.0742,0.6904
2012-03-13,0.6436,-0.0374,0.6810
2012-03-14,0.6657,-0.0122,0.6780
2012-03-15,0.6818,0.0031,0.6787
2012-03-16,0.6668,-0.0096,0.6763
2012-03-19,0.6155,-0.0487,0.6642
2012-03-20,0.5515,-0.0901,0.6416
2012-03-21,0.4887,-0.1223,0.6110
2012-03-22,0.4407,-0.1363,0.5770
2012-03-23,0.3993,-0.1421,0.5414
2012-03-26,0.4086,-0.1063,0.5149
2012-03-27,0.4056,-0.0874,0.4930
2012-03-28,0.3723,-0.0966,0.4689
2012-03-29,0.3364,-0.1060,0.4424
2012-03-30,0.3152,-0.1017,0.4169
2012-04-02,0.2978,-0.0953,0.3931
2012-04-03,0.2529,-0.1122,0.3651
2012-04-04,0.1565,-0.1668,0.3234
2012-04-05,0.1040,-0.1755,0.2795
2012-04-09,0.0282,-0.2011,0.2292
2012-04-10,-0.0818,-0.2489,0.1670
2012-04-11,-0.1771,-0.2753,0.0982
2012-04-12,-0.1994,-0.2381,0.0387
2012-04-13,-0.2278,-0.2132,-0.0146
2012-04-16,-0.2263,-0.1693,-0.0569
2012-04-17,-0.1934,-0.1092,-0.0842
2012-04-18,-0.1894,-0.0841,-0.1053
2012-04-19,-0.1944,-0.0713,-0.1231
2012-04-20,-0.0837,0.0315,-0.1152
2012-04-23,-0.0199,0.0762,-0.0962
2012-04-24,0.0143,0.0884,-0.0741
2012-04-25,0.0633,0.1099,-0.0466
2012-04-26,0.0938,0.1123,-0.0185
2012-04-27,0.1062,0.0998,0.0064
2012-04-30,0.1176,0.0889,0.0287
2012-05-01,0.1247,0.0768,0.0479
2012-05-02,0.1121,0.0514,0.0607
2012-05-03,0.0978,0.0297,0.0681
2012-05-04,0.0233,-0.0359,0.0592
2012-05-07,-0.0618,-0.0967,0.0350
2012-05-08,-0.1396,-0.1397,0.0001
2012-05-09,-0.1783,-0.1427,-0.0356
2012-05-10,-0.2081,-0.1380,-0.0701
2012-05-11,-0.1957,-0.1004,-0.0952
